event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 07:19:59 UTC,view,6000229,2053013560807654091,auto.accessories.alarm,starline,138.23,517401784,3a1b0dd2-0b5b-42f8-b2df-fecdb768849f
2019-10-01 07:25:16 UTC,view,11900398,2084217994270999025,"",inmotion,619.58,523283224,5b0dd8de-8047-45d2-844c-c1d4cc884de2
2019-10-01 07:26:05 UTC,view,25200324,2053013562082722579,"","",15.42,514781353,67645f19-c7d9-4791-a091-8d6e33152d43
2019-10-01 07:49:11 UTC,view,6100216,2053013560866374351,auto.accessories.radar,ibox,84.43,516718700,50794033-b1bc-448c-9904-ab4e830e9ee3
2019-10-01 07:50:44 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,975.56,517196196,48eebad3-1d54-4c4c-b5eb-6860f16d0ef4
2019-10-01 07:52:29 UTC,view,1600595,2053013553056579841,computers.peripherals.printer,canon,321.73,522432563,7ffb60fb-5edb-47b0-b997-fa091862608e
2019-10-01 08:00:05 UTC,view,13700162,2053013557452210699,"",erlit,185.28,534968563,0c76aecd-5f01-4efd-917d-83c9e0eb9529
2019-10-01 08:03:45 UTC,view,3701134,2053013565983425517,appliances.environment.vacuum,bosch,105.28,513175619,f304711c-668c-4f17-985b-c8e97d9b305b
2019-10-01 08:31:27 UTC,view,1004741,2053013555631882655,electronics.smartphone,xiaomi,185.7,518696096,899a2add-0f80-4cb7-a5d7-f14b5b50c164
2019-10-01 08:36:24 UTC,view,12713394,2053013553559896355,"",maxxis,52.64,513987714,ab6513bd-dd46-43e9-8394-c5a8229116ea
2019-10-01 09:17:35 UTC,view,1005003,2053013555631882655,electronics.smartphone,huawei,258.18,553076520,87a2c020-ea98-4143-856a-1debc65b28bb
2019-10-01 09:18:22 UTC,view,2800203,2053013563835941749,appliances.kitchen.refrigerators,"",199.17,552454305,60127673-9a12-4bd7-846a-c38445ca2a59
2019-10-01 09:21:52 UTC,view,1004258,2053013555631882655,electronics.smartphone,apple,733.81,515599543,3b2c1150-84fa-4c4e-8636-8cce06c84c92
2019-10-01 09:26:32 UTC,view,4700436,2053013560899928785,auto.accessories.videoregister,sho-me,90.09,513210248,9d1c6cd9-fc8a-497b-980c-22dc748abffe
2019-10-01 09:31:33 UTC,view,1201361,2172371436436455782,electronics.tablet,xiaomi,280.57,513798046,fe0564f8-d2a8-4a3d-956e-79cb9cbce86a
2019-10-01 09:33:35 UTC,view,1004741,2053013555631882655,electronics.smartphone,xiaomi,185.7,529913259,2c343175-8088-4873-9c4b-6b828002f22c
2019-10-01 09:38:37 UTC,view,26700126,2053013557510930959,"",marshall,242.22,538140012,21a3a664-5f89-4ddd-8cca-582d6cc0101d
2019-10-01 09:45:01 UTC,view,1002634,2053013555631882655,electronics.smartphone,apple,376.84,529668768,b0a14086-4f78-49aa-8df7-479015762ec0
2019-10-01 09:51:46 UTC,view,1801555,2053013554415534427,electronics.video.tv,lg,462.25,503464947,22498e02-1ed4-4a03-b22f-6ce7dee0bc5f
2019-10-01 10:05:54 UTC,view,3700972,2053013565983425517,appliances.environment.vacuum,"",67.18,512608507,8bff65e9-8f0e-49e2-8073-061a77c57729
2019-10-01 10:09:30 UTC,view,10201013,2053013553224352013,kids.dolls,hasbro,17.96,518623768,19b56e9e-ddc0-40dc-a268-01751bef1dcb
2019-10-01 10:17:29 UTC,view,5800350,2053013553945772349,electronics.audio.subwoofer,hertz,40.88,555577954,164e51e7-4815-427a-8d16-8d1fd16575de
2019-10-01 10:20:00 UTC,view,1004835,2053013555631882655,electronics.smartphone,samsung,230.89,512948905,030f37d5-0648-499f-b4fb-dac588d7f3b9
2019-10-01 10:22:56 UTC,view,28600026,2053013558282682943,"","",399.73,514313974,c416db2c-3f12-445c-aefe-04f5f2a82332
2019-10-01 10:26:56 UTC,view,1801901,2053013554415534427,electronics.video.tv,samsung,637.85,555569368,2622a70b-69b1-4f22-98be-162fc98653c5
2019-10-01 10:44:26 UTC,view,1306650,2053013558920217191,computers.notebook,acer,437.57,542737410,cf487770-c54d-4b62-9e19-5cee2d8cc6fd
2019-10-01 10:55:21 UTC,view,2701306,2053013563911439225,appliances.kitchen.refrigerators,samsung,514.79,538184208,ddb98ccd-62f9-4a94-ace9-9b95c297a30b
2019-10-01 11:08:54 UTC,view,1004833,2053013555631882655,electronics.smartphone,samsung,174.45,519389540,8f4ddaeb-58b9-4e7f-b292-b07a20fa3b58
2019-10-01 11:24:34 UTC,view,1306832,2053013558920217191,computers.notebook,lenovo,900.9,529471311,a774fa4f-c93b-4f73-8888-fc8b988c073b
2019-10-01 11:41:27 UTC,view,3700915,2053013565983425517,appliances.environment.vacuum,samsung,218.77,513579259,d6aee260-b79b-436b-b683-c901df470c70
2019-10-01 11:45:03 UTC,view,2501069,2053013564003713919,appliances.kitchen.oven,asel,46.31,534722465,f056383f-2ba4-4bf7-9b73-8b87c7564b05
2019-10-01 11:51:21 UTC,view,1005131,2053013555631882655,electronics.smartphone,apple,1917.66,512601904,7a232665-3c05-4156-8e80-9c8d89c13563
2019-10-01 11:53:17 UTC,view,2800403,2053013563835941749,appliances.kitchen.refrigerators,"",204.33,535099614,353def57-3793-447e-be8f-7284a1612294
2019-10-01 12:05:40 UTC,view,1004872,2053013555631882655,electronics.smartphone,samsung,286.35,525453544,b5f1873b-14f4-499b-b978-e068b59cf38a
2019-10-01 12:05:57 UTC,view,21401211,2053013561579406073,electronics.clocks,casio,79.02,553816570,0afa64cd-ca9a-4164-83e1-31ebf4d5e84b
2019-10-01 12:07:23 UTC,view,8801027,2053013555573162395,electronics.telephone,philips,76.26,546442693,e43c849e-c5b2-4396-82a4-6c1963b0238e
2019-10-01 12:23:03 UTC,view,2501672,2053013564003713919,appliances.kitchen.oven,bbk,95.21,512968426,ee088704-e203-4716-90b5-d79d0c6cc162
2019-10-01 12:29:30 UTC,view,31501031,2053013558031024687,"",luminarc,154.03,535492495,5d0d53e7-d3f7-4c9d-9b12-4802e2f11db5
2019-10-01 12:46:53 UTC,view,33000533,2055909009252155819,"",luminarc,31.74,555629024,27e615e2-0e35-4cbd-9fdb-0b9df055568e
2019-10-01 13:05:34 UTC,view,1005008,2053013555631882655,electronics.smartphone,xiaomi,103.08,514744528,266fed09-7664-4e16-bef5-19e0e93eea56
2019-10-01 13:14:54 UTC,view,13200941,2053013557192163841,furniture.bedroom.bed,sv,257.15,555638280,ced513b5-afe7-4ed0-9988-20f4aa50c745
2019-10-01 13:16:19 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,975.56,514311473,1333ca72-9d68-4f90-8845-b9c729da03a6
2019-10-01 13:16:28 UTC,view,1004495,2053013555631882655,electronics.smartphone,meizu,71.79,555638378,ecbd7af0-f756-45bd-b002-dc4ea2ff6501
2019-10-01 13:26:16 UTC,view,12701237,2053013553559896355,"",sava,88.81,512453930,42c1bc38-2693-47d0-9f97-69e8acc1a140
2019-10-01 13:27:50 UTC,purchase,18000622,2053013558525952589,"",iwalk,10.27,555200017,a3161b9e-4861-47e3-9978-36d186ac3e3b
2019-10-01 13:46:44 UTC,view,9600148,2053013561185141473,"",dji,2573.31,541480181,e4255ceb-34ef-4366-b88e-4ec5845bba6a
2019-10-01 13:50:25 UTC,view,23900248,2053013561814287111,"",elegant,11.07,555383002,5b6b368a-32af-4326-8c83-00001b2c2546
2019-10-01 13:53:59 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,254.19,520811887,b37f56bd-8d9a-4bc6-a899-311363c6e330
2019-10-01 13:58:18 UTC,cart,1004856,2053013555631882655,electronics.smartphone,samsung,130.7,516230463,1cf02899-c935-484f-9536-c00155f4b426
2019-10-01 14:03:07 UTC,view,28715121,2053013565480109009,apparel.shoes.keds,baden,51.22,541022499,a89ccac4-28dc-4317-9224-b25960e86ff4
2019-10-01 14:05:36 UTC,view,1500258,2053013552955916539,computers.peripherals.printer,epson,268.99,529730615,bd87f599-afb4-44af-a45f-fe45fcf504d8
2019-10-01 14:29:55 UTC,view,21400996,2053013561579406073,electronics.clocks,casio,76.37,555659896,97deee79-9221-4ea2-8700-f3ae467fb6ef
2019-10-01 14:31:36 UTC,view,15100148,2053013557024391671,"",lider,378.36,514673679,440227b9-3b2e-4efd-865a-32b3cb8a1175
2019-10-01 14:34:01 UTC,view,1004777,2053013555631882655,electronics.smartphone,xiaomi,136.43,555667302,dab6a328-303f-4762-8de1-6adab5f04f7a
2019-10-01 14:37:25 UTC,view,3900703,2053013552326770905,appliances.environment.water_heater,thermex,100.18,555667674,d1489670-25f5-4519-a3e5-050803593c33
2019-10-01 14:41:30 UTC,view,1005015,2053013555631882655,electronics.smartphone,samsung,604.88,555668539,9b7d216f-1e1a-420c-972b-6896813db553
2019-10-01 14:54:21 UTC,view,1004665,2053013555631882655,electronics.smartphone,samsung,871.05,516685977,577ce74f-6bf1-4184-9a54-8ebab1e20f7a
2019-10-01 14:54:50 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,161.93,524163740,9a71b828-4558-4edf-860e-b2f3723d639a
2019-10-01 14:57:05 UTC,view,26400176,2053013563651392361,"","",252.77,542170578,05543242-cb74-411e-b0b4-3730b5706c46
2019-10-01 15:12:54 UTC,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.39,517045775,82ef30d1-a843-4048-bc74-7c2370edcbf8
2019-10-01 15:17:18 UTC,view,8901163,2053013553090134275,kids.toys,"",16.71,516691618,907579c4-4a58-4540-8605-962da5eb7e52
2019-10-01 15:19:41 UTC,view,1004956,2053013555631882655,electronics.smartphone,xiaomi,395.1,527445957,36b2328c-5abd-46be-b7e9-36c38479bfae
2019-10-01 15:38:22 UTC,view,1005108,2053013555631882655,electronics.smartphone,apple,1181.5,518638698,c5b8c062-f049-46eb-b81a-53808b0978c0
2019-10-01 15:41:50 UTC,view,3700850,2053013565983425517,appliances.environment.vacuum,lg,89.06,552992838,a700dac5-6b57-4ad8-a5ee-7e4ad8e09628
2019-10-01 15:47:32 UTC,view,14701435,2053013557133443581,furniture.living_room.cabinet,"",205.9,553047260,3a5dc182-8948-46b7-971d-b8cd4e212238
2019-10-01 16:02:55 UTC,view,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,512473809,7dd07469-95a1-4380-a367-182de2318a1b
2019-10-01 16:03:27 UTC,view,1004833,2053013555631882655,electronics.smartphone,samsung,174.35,514330212,6b644f4f-a8a7-4c53-9947-c6f612ff11be
2019-10-01 16:07:33 UTC,view,1200947,2172371436436455782,electronics.tablet,samsung,115.41,547072746,8d48f48f-138b-414a-b552-590abbc73ced
2019-10-01 16:08:40 UTC,view,22700682,2053013556168753601,"",marshal,55.34,555695984,3e48e8c5-9625-4758-9b0b-be3b5f1ab41b
2019-10-01 16:23:12 UTC,view,1004781,2053013555631882655,electronics.smartphone,huawei,278.15,555705660,a49ed5bc-2c8b-4ba8-a226-6ed31c8c3cd1
2019-10-01 16:24:23 UTC,view,2200935,2053013560555995845,"",canon,457.6,555704261,21799468-1d5e-499c-a93d-29aabd2bb2fe
2019-10-01 16:27:41 UTC,view,1005132,2053013555631882655,electronics.smartphone,apple,1413.16,527910455,cef0e6d1-6b8d-4dc0-a4e1-dc9b4374d071
2019-10-01 16:28:27 UTC,view,12718066,2053013553559896355,"","",38.61,552834605,0c39068c-961b-43c4-a56f-60baec7fec5e
2019-10-01 16:45:00 UTC,view,1002528,2053013555631882655,electronics.smartphone,apple,591.78,529791576,baeb347e-2b4c-4973-9c57-06e9025ec4e5
2019-10-01 17:19:07 UTC,view,44700011,2104564977229628393,"",pt-group,38.61,550632717,fa0f555f-759c-434a-8bdc-d74027251138
2019-10-01 17:36:03 UTC,view,9000196,2053013566067311601,"",janome,213.62,526139894,4b02964d-e40e-441b-868a-d70ba7b2d7ee
2019-10-01 17:45:40 UTC,view,5100816,2053013553375346967,"",xiaomi,29.57,555166633,c0d79287-ff98-4217-893b-f526a200ccb7
2019-10-01 18:06:14 UTC,view,16300037,2053013558131687989,"",kukmara,36.01,516490812,12a9fed0-bb55-4d8b-978e-83d61b87fb81
2019-10-01 18:39:34 UTC,view,13300014,2053013557166998015,"",vegas,342.09,515096419,4d02b15c-6dfd-489d-a181-2b78ae0193c5
2019-10-01 18:47:36 UTC,view,1004564,2053013555631882655,electronics.smartphone,meizu,133.59,512665709,ad91eb64-5e54-41e9-9a3c-aa531cd426c3
2019-10-01 18:48:21 UTC,view,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,516355597,eeaed500-2262-4e13-b0a8-95268aa3d3f7
2019-10-01 19:06:06 UTC,view,17301497,2053013553853497655,"",chanel,151.87,517591144,6704eaf8-b325-4125-9c69-5607da2f9974
2019-10-01 19:15:10 UTC,view,5100566,2053013553341792533,electronics.clocks,apple,461.32,555723995,73546747-b249-483d-9883-c91291967759
2019-10-01 19:29:49 UTC,view,5100337,2053013553341792533,electronics.clocks,apple,311.72,514592922,f431e846-4426-44ec-997c-0b8c71a3df8a
2019-10-01 20:00:55 UTC,view,18300020,2053013558945383017,accessories.bag,miracle,10.27,513745694,ae28cef3-f393-9da7-b581-3a0e0e6da258
2019-10-01 20:50:49 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,161.91,514554598,4d3cb456-18e1-4fd2-aa10-4af6deb06afd
2019-10-01 21:28:40 UTC,view,1004246,2053013555631882655,electronics.smartphone,apple,733.04,555795426,a374c7e9-ace3-4e80-a4f3-41fedf78be4c
2019-10-01 21:51:15 UTC,view,5701128,2053013553970938175,auto.accessories.player,"",51.48,555302034,3527e52e-5043-4f9b-a050-750bfc65b839
2019-10-01 22:35:26 UTC,view,22700299,2053013556168753601,"",aeroforce,172.21,521885225,70220595-f0c0-4f58-9543-7b13aed0261e
2019-10-01 23:33:35 UTC,view,1003316,2053013555631882655,electronics.smartphone,apple,931.79,555811835,0a004354-770c-48bf-8e6d-43ee7ed11abe
2019-10-02 01:07:10 UTC,view,17300838,2053013553853497655,"","",51.48,524279070,c325caba-6621-4578-b5aa-d28965ea454d
2019-10-02 01:40:56 UTC,view,1004250,2053013555631882655,electronics.smartphone,apple,802.21,514100338,bb5f9e86-d1de-43de-b145-78d2a06261a8
2019-10-02 02:53:39 UTC,view,1004892,2053013555631882655,electronics.smartphone,zte,77.2,522169538,7964a10e-ac22-4112-b3b7-452299614c31
2019-10-02 03:23:39 UTC,view,15100009,2053013557024391671,"","",321.73,555846135,e3b11fd4-2c0d-4c94-95da-6b7cf4e41565
2019-10-02 03:27:09 UTC,view,1004768,2053013555631882655,electronics.smartphone,samsung,253.16,513707423,b1b2ac10-e589-41bc-bae8-6930bf120d4c
2019-10-02 03:56:13 UTC,view,1004749,2053013555631882655,electronics.smartphone,samsung,197.61,555852545,20451b20-4f50-48a6-8ca8-057a84617690
2019-10-02 04:03:58 UTC,view,21408246,2053013561579406073,electronics.clocks,tissot,586.89,555730628,9c36ff43-c9e7-4fa4-b0df-3efbf29677c0
2019-10-02 04:12:52 UTC,view,1004666,2053013555631882655,electronics.smartphone,samsung,1156.79,533422878,9ebfce43-044b-49a0-8f20-45e45490fbc3
2019-10-02 04:20:23 UTC,view,7004988,2053013560346280633,kids.carriage,capella,218.8,549588916,4b3f22b4-e905-4ef8-8177-36d827bad515
2019-10-02 04:20:53 UTC,view,15900071,2053013558190408249,"",polaris,12.53,519208212,99730046-5552-4c96-a072-4ca19170d31d
2019-10-02 04:42:37 UTC,view,1004788,2053013555631882655,electronics.smartphone,xiaomi,133.57,523168529,23d90ebb-1558-429b-bee5-1b2c065a5d96
2019-10-02 04:52:47 UTC,view,34200026,2061717948493463814,"",toro,15.42,554482790,0b9b54d0-9da6-4b67-a145-6f77d72a2ca1
2019-10-02 04:53:19 UTC,view,50600000,2134905044833666047,auto.accessories.compressor,"",102.42,519314879,b490ae7e-ad17-4c5c-8a1d-dac36c076c3d
2019-10-02 04:56:19 UTC,view,1305977,2053013558920217191,computers.notebook,apple,2496.59,555864734,9e93a159-520b-43ec-aea5-7ec2ee43eeef
2019-10-02 05:00:01 UTC,view,1307408,2053013558920217191,computers.notebook,acer,334.6,512492101,54230f90-0b47-4861-b26b-c37e3182e4dd
2019-10-02 05:05:59 UTC,view,3600165,2053013563810775923,appliances.kitchen.washer,indesit,180.16,555865882,7983aa3f-2ffc-455c-a011-9407b02128eb
2019-10-02 05:18:39 UTC,view,1004768,2053013555631882655,electronics.smartphone,samsung,253.16,549660010,b23d1461-1234-4783-8907-b188cc7c769b
2019-10-02 05:25:53 UTC,view,2600283,2053013563970159485,"","",131.02,520237054,24f58d2e-11f6-48ec-8725-e10aa422f914
2019-10-02 05:28:15 UTC,view,5701197,2053013553970938175,auto.accessories.player,nakamichi,78.51,553283464,caf3a88b-2e63-4f57-8f2c-96e783e2abfe
2019-10-02 06:06:20 UTC,view,1004246,2053013555631882655,electronics.smartphone,apple,732.7,555510383,d762fe7e-49db-4327-ae2a-3afb9dd75b95
2019-10-02 06:45:11 UTC,view,6000227,2053013560807654091,auto.accessories.alarm,starline,157.53,545402159,bf9015e5-aa03-4b22-b89b-39573cc496cc
2019-10-02 06:50:55 UTC,view,5701266,2053013553970938175,auto.accessories.player,"",123.53,513868402,9b9595a7-c91e-4eed-8cb3-0076a112f4d9
2019-10-02 06:59:44 UTC,view,1004788,2053013555631882655,electronics.smartphone,xiaomi,133.59,512861024,782f77ad-737f-4357-b57f-1648adda83f2
2019-10-02 07:23:39 UTC,view,6000027,2053013560807654091,auto.accessories.alarm,starline,157.53,529548810,608560cf-ee5f-457c-bd3e-fda5c5c6d1ac
2019-10-02 07:23:52 UTC,view,1004720,2053013555631882655,electronics.smartphone,huawei,127.42,521236238,4d4b1a79-5d41-4247-89d3-77b66e7c0e4a
2019-10-02 07:26:21 UTC,view,1004929,2053013555631882655,electronics.smartphone,apple,952.15,512823026,1a196e83-b25f-49ff-b932-5a10a7bb7b77
2019-10-02 07:33:57 UTC,view,26403446,2053013563651392361,"","",256.89,553176153,76baa23b-32f1-496f-97e8-271543d71b73
2019-10-02 07:35:16 UTC,view,1004434,2053013555631882655,electronics.smartphone,samsung,257.15,519698664,27f6521a-8de1-4c08-adcf-ffbd9ac6f0da
2019-10-02 07:48:00 UTC,view,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,553693981,55d20a6d-081d-4758-8616-3a4ba02f9ceb
2019-10-02 08:18:37 UTC,view,15700108,2053013559733912211,"","",145.43,555925782,9f8b1c1c-932e-4a86-b763-1402d3baf25f
2019-10-02 08:19:20 UTC,view,17302873,2053013553853497655,"",dior,113.01,526658043,79ab4cf6-49f2-4552-8c0b-ed2d524ad60a
2019-10-02 08:25:13 UTC,view,28716982,2053013565069067197,apparel.shoes.keds,respect,102.71,513433626,a47ee049-a35f-494c-a466-04d2a3c04f10
2019-10-02 08:32:50 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,253.05,541549315,f53b0c14-84d4-4dd9-aba1-1b6c8b9634d2
2019-10-02 08:42:33 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,132.87,520970035,1b6c8256-dd04-45aa-8307-12f633934928
2019-10-02 08:44:35 UTC,view,1004852,2053013555631882655,electronics.smartphone,meizu,230.38,555935634,b7ffb5a2-ca47-4d6e-b4ee-f59198f60514
2019-10-02 08:50:05 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,253.05,544556832,8eb9d579-3e0b-4c93-977c-9ebd2007dd4a
2019-10-02 09:06:01 UTC,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.38,555943812,e0307be8-b2d3-4fbf-b697-704ba5fd61e1
2019-10-02 09:13:15 UTC,view,26500134,2053013563550729061,"",lucente,84.69,522242362,213e66b9-1ea1-494d-b55a-9831a9bb0c36
2019-10-02 09:49:33 UTC,view,26402215,2053013563651392361,"","",533.17,540230925,547103c6-cf8e-45f8-a183-50243220f9fe
2019-10-02 09:53:53 UTC,view,37200138,2075962341748376288,"",crockid,4.12,514523743,112c870d-7ec6-495a-9c08-58345c5d4f86
2019-10-02 10:01:23 UTC,view,4501656,2053013563877884791,appliances.kitchen.hob,dauscher,122.5,530033169,a8ae50b5-5288-4ee3-9bac-44888ebcd2bb
2019-10-02 10:04:17 UTC,view,1002633,2053013555631882655,electronics.smartphone,apple,359.03,555962920,5ae5b098-c6a8-466d-9465-7d549190497c
2019-10-02 10:12:18 UTC,view,1005158,2053013555631882655,electronics.smartphone,xiaomi,308.63,555965300,3221d5cd-d67c-48bb-b15a-ebdb095fcddd
2019-10-02 10:18:09 UTC,view,2501069,2053013564003713919,appliances.kitchen.oven,asel,46.31,553836970,200f9178-e6a0-45e2-8dae-2132a38fbc9b
2019-10-02 10:38:11 UTC,view,5100816,2053013553375346967,"",xiaomi,29.54,516438102,0f5e0ece-b752-4436-a57b-5590ad23b26c
2019-10-02 10:56:01 UTC,view,28718927,2053013565069067197,apparel.shoes.keds,nexpero,113.0,513753053,dfdb6aa6-ee03-495b-b754-68dfd36cf4eb
2019-10-02 11:06:35 UTC,view,5400736,2053013552989470973,"","",24.69,531491600,5c9cf7a9-e156-4be7-8d8e-d5c69f027103
2019-10-02 11:11:05 UTC,view,1307275,2053013558920217191,computers.notebook,msi,2574.04,543643089,d16c0765-0fdd-4252-8e47-12aa3cba72f2
2019-10-02 11:12:42 UTC,view,3800412,2053013566176363511,appliances.iron,saturn,11.26,514741494,24b76d13-b6f9-4778-947c-9c6dce4b88ff
2019-10-02 11:20:09 UTC,view,4100259,2053013561218695907,"",sony,424.21,544834852,99d31285-8bae-4c42-86f4-515876a12f8d
2019-10-02 11:41:00 UTC,view,1004433,2053013555631882655,electronics.smartphone,samsung,257.15,554590820,6ac568f5-d119-4731-b298-7550c4d8e6d0
2019-10-02 11:48:18 UTC,view,37900016,2152167773222993940,"",merelani,66.93,531577368,f12d384a-5ba0-4f3a-bead-cd4e79cde101
2019-10-02 11:51:08 UTC,view,1004235,2053013555631882655,electronics.smartphone,apple,1184.04,542384281,94f5616b-e4f4-41d0-a0e0-482dae08319d
2019-10-02 12:11:05 UTC,view,1003317,2053013555631882655,electronics.smartphone,apple,939.54,512989648,a1e5e355-2244-45a1-b2a6-322227220108
2019-10-02 12:20:11 UTC,view,1004249,2053013555631882655,electronics.smartphone,apple,731.87,547802449,d50793b9-d220-441b-bc75-88251a7dd73f
2019-10-02 12:33:58 UTC,view,31501109,2053013558031024687,"","",165.64,539876296,c12b036c-43f8-4743-8816-9742ff72e75b
2019-10-02 12:59:06 UTC,purchase,8801085,2053013555573162395,electronics.telephone,nokia,21.85,549573655,774a8025-489c-41db-b087-e3d5efa3837c
2019-10-02 13:14:02 UTC,view,1004650,2053013555631882655,electronics.smartphone,samsung,628.78,523385070,59d24ac5-a079-4f39-bb53-a6e6c06319af
2019-10-02 13:15:32 UTC,view,26700017,2053013557510930959,"",cort,84.56,530903569,1a4f9a05-ddf8-4bb1-8f19-bf22abe3ff67
2019-10-02 13:41:01 UTC,view,1004209,2053013555631882655,electronics.smartphone,samsung,89.84,520380060,5a6d7b40-a8b5-4e79-ba4d-10c34995cd12
2019-10-02 13:47:38 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,253.03,536214987,42af0c3e-b2db-49c8-a50c-bfeadc1fd947
2019-10-02 13:54:12 UTC,view,2601106,2053013563970159485,"",gefest,180.16,513592912,f1b305cd-1fc4-4316-8441-7ab7ccfcec86
2019-10-02 13:59:59 UTC,view,28100989,2053013564918072245,"","",86.75,517214013,2db4ed6e-6da8-4f7f-b531-8071d5969c99
2019-10-02 14:10:50 UTC,view,5100564,2053013553341792533,electronics.clocks,samsung,259.98,512619783,733107cc-cc40-4b88-ad5c-313b2085a218
2019-10-02 14:11:43 UTC,view,4600539,2053013563944993659,appliances.kitchen.dishwasher,bosch,489.05,513991023,7adf77c1-515f-4ced-a330-c6aab1b73544
